consumer_id	entrypoint_id	consumer_kind	path	line	symbol	evidence
consumer:generated_native_manifest_contract:extensions/sa_alpha_picks/install.sh:14:1:native_host_target:src/sa_native_host.py	src/sa_native_host.py::native_host::src/sa_native_host.py	external_manifest	extensions/sa_alpha_picks/install.sh	14	src/sa_native_host.py	generated_native_manifest_contract:extensions/sa_alpha_picks/install.sh:14:1:native_host_target:src/sa_native_host.py
consumer:generated_native_manifest_contract:extensions/sa_alpha_picks/install.sh:15:1:stable_launcher:extensions/sa_alpha_picks/native_host_launcher.sh	extensions/sa_alpha_picks/native_host_launcher.sh::native_host::extensions/sa_alpha_picks/native_host_launcher.sh	external_manifest	extensions/sa_alpha_picks/install.sh	15	extensions/sa_alpha_picks/native_host_launcher.sh	generated_native_manifest_contract:extensions/sa_alpha_picks/install.sh:15:1:stable_launcher:extensions/sa_alpha_picks/native_host_launcher.sh
consumer:generated_native_manifest_contract:extensions/sa_alpha_picks/install_firefox.sh:11:1:native_host_id:com.mindfulrl.sa_alpha_picks	extensions/sa_alpha_picks/install.sh::external_manifest_target::external:com.mindfulrl.sa_alpha_picks	external_manifest	extensions/sa_alpha_picks/install_firefox.sh	11	com.mindfulrl.sa_alpha_picks	generated_native_manifest_contract:extensions/sa_alpha_picks/install_firefox.sh:11:1:native_host_id:com.mindfulrl.sa_alpha_picks
consumer:generated_native_manifest_contract:extensions/sa_alpha_picks/install_firefox.sh:13:1:native_host_target:src/sa_native_host.py	src/sa_native_host.py::native_host::src/sa_native_host.py	external_manifest	extensions/sa_alpha_picks/install_firefox.sh	13	src/sa_native_host.py	generated_native_manifest_contract:extensions/sa_alpha_picks/install_firefox.sh:13:1:native_host_target:src/sa_native_host.py
consumer:generated_native_manifest_contract:extensions/sa_alpha_picks/install_firefox.sh:14:1:stable_launcher:extensions/sa_alpha_picks/native_host_launcher.sh	extensions/sa_alpha_picks/native_host_launcher.sh::native_host::extensions/sa_alpha_picks/native_host_launcher.sh	external_manifest	extensions/sa_alpha_picks/install_firefox.sh	14	extensions/sa_alpha_picks/native_host_launcher.sh	generated_native_manifest_contract:extensions/sa_alpha_picks/install_firefox.sh:14:1:stable_launcher:extensions/sa_alpha_picks/native_host_launcher.sh
consumer:javascript_subprocess_target:apps/arkscope-desktop/dev.js:112:14:npm_delegation:npm:apps/arkscope-desktop:start	apps/arkscope-desktop/package.json::npm_script::npm:apps/arkscope-desktop:start	package_delegation	apps/arkscope-desktop/dev.js	112	npm:apps/arkscope-desktop:start	javascript_subprocess_target:apps/arkscope-desktop/dev.js:112:14:npm_delegation:npm:apps/arkscope-desktop:start
consumer:javascript_subprocess_target:apps/arkscope-desktop/dev.js:82:12:npm_delegation:npm:apps/arkscope-web:dev	apps/arkscope-web/package.json::npm_script::npm:apps/arkscope-web:dev	package_delegation	apps/arkscope-desktop/dev.js	82	npm:apps/arkscope-web:dev	javascript_subprocess_target:apps/arkscope-desktop/dev.js:82:12:npm_delegation:npm:apps/arkscope-web:dev
consumer:javascript_subprocess_target:apps/arkscope-desktop/main.js:108:13:python_module:python-module:src.api	src/api/__main__.py::python_module::src.api	package_delegation	apps/arkscope-desktop/main.js	108	python-module:src.api	javascript_subprocess_target:apps/arkscope-desktop/main.js:108:13:python_module:python-module:src.api
consumer:manual:apps/arkscope-desktop/dev.js::desktop_launcher::apps/arkscope-desktop/dev.js:package.json:13:package_delegation:npm:.:dev:desktop	apps/arkscope-desktop/dev.js::desktop_launcher::apps/arkscope-desktop/dev.js	package_delegation	package.json	13	npm:.:dev:desktop	root npm wrapper
consumer:manual:apps/arkscope-desktop/main.js::desktop_launcher::apps/arkscope-desktop/main.js:apps/arkscope-desktop/package.json:6:package_delegation:main	apps/arkscope-desktop/main.js::desktop_launcher::apps/arkscope-desktop/main.js	package_delegation	apps/arkscope-desktop/package.json	6	main	Electron main contract
